OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIPCODE,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,LONGITUDE,LATITUDE,License_Category,Clin_FQHC_or_Like,Clin_95210_Rural,ComSvc_Adult_Day_Care,ComSvc_Child_Care,ComSvc_Education,ComSvc_Nutrition,ComSvc_Disaster_Relief,ComSvc_Environ_Health,ComSvc_Homeless,ComSvc_Legal,ComSvc_Outreach,ComSvc_Social_Svcs,ComSvc_Subst_Abuse,ComSvc_Transport,ComSvc_Voc_Training,ComSvc_Othr,Arabic_Lang_Stf,Arabic_Lang_Pt,Armenian_Lang_Stf,Armenian_Lang_Pt,Cambodian_Lang_Stf,Cambodian_Lang_Pt,Chinese_Lang_Stf,Chinese_Lang_Pt,Hindustani_Lang_Stf,Hindustani_Lang_Pt,Hmong_Lang_Stf,Hmong_Lang_Pt,Japanese_Lang_Stf,Japanese_Lang_Pt,Korean_Lang_Stf,Korean_Lang_Pt,Laotian_Lang_Stf,Laotian_Lang_Pt,Portugese_Lang_Stf,Portugese_Lang_Pt,Punjabi_Lang_Stf,Punjabi_Lang_Pt,Russian_Lang_Stf,Russian_Lang_Pt,Sign_Lang_Stf,Sign_Lang_Pt,Spanish_Lang_Stf,Spanish_Lang_Pt,Tagalog_Lang_Stf,Tagalog_Lang_Pt,Vietnamese_Lang_Stf,Vietnamese_Lang_Pt,Eng_Not_Prim_Pt_Percent,Lang_If_Eng_Not_Prim,Physn_Salary_FTE,Physn_Contract_FTE,Physn_Volunteer_FTE,Physn_TOTL_FTE,Physn_Enctr_FTE,Physn_Asst_Salary_FTE,Physn_Asst_Contract_FTE,Physn_Asst_Volunteer_FTE,Physn_Asst_TOTL_FTE,Physn_Asst_Enctr_FTE,Nur_Fam_Pract_Salary_FTE,Nur_Fam_Pract_Contract_FTE,Nur_Fam_Pract_Volunteer_FTE,Nur_Fam_Pract_TOTL_FTE,Nur_Fam_Pract_Enctr_FTE,Midwiv_Salary_FTE,Midwiv_Contract_FTE,Midwiv_Volunteer_FTE,Midwiv_TOTL_FTE,Midwiv_Enctr_FTE,Nur_Visit_Salary_FTE,Nur_Visit_Contract_FTE,Nur_Visit_Volunteer_FTE,Nur_Visit_TOTL_FTE,Nur_Visit_Enctr_FTE,Dentist_Salary_FTE,Dentist_Contract_FTE,Dentist_Volunteer_FTE,Dentist_TOTL_FTE,Dentist_Enctr_FTE,Dent_Hyg_Salary_FTE,Dent_Hyg_Contract_FTE,Dent_Hyg_Volunteer_FTE,Dent_Hyg_TOTL_FTE,Dent_Hyg_Enctr_FTE,PsyD_Salary_FTE,PsyD_Contract_FTE,PsyD_Volunteer_FTE,PsyD_TOTL_FTE,PsyD_Enctr_FTE,Psych_Clin_Salary_FTE,Psych_Clin_Contract_FTE,Psych_Clin_Volunteer_FTE,Psych_Clin_TOTL_FTE,Psych_Clin_Enctr_FTE,LCSW_Salary_FTE,LCSW_Contract_FTE,LCSW_Volunteer_FTE,LCSW_TOTL_FTE,LCSW_Enctr_FTE,Othr_MediCal_Provdr_Salary_FTE,Othr_MediCal_Provdr_Contract_FTE,Othr_MediCal_Provdr_Volunteer_FTE,Othr_MediCal_Provdr_TOTL_FTE,Othr_MediCal_Provdr_Enctr_FTE,Othr_CPSP_Providr_Salary_FTE,Othr_CPSP_Provdr_Contract_FTE,Othr_CPSP_Provdr_Volunteer_FTE,Othr_CPSP_Provdr_TOTL_FTE,Othr_CPSP_Provdr_Enctr_FTE,FTE_Salary_TOTL,FTE_Contract_TOTL,FTE_Volunteer_TOTL,FTE_GRAND_TOTL,Enctr_GRAND_TOTL,RDH_Salary_FTE,RDH_Contract_FTE,RDH_Volunteer_FTE,RDH_TOTL_FTE,RDH_Contact_FTE,Dent_Asst_Salary_FTE,Dent_Asst_Contract_FTE,Dent_Asst_Volunteer_FTE,Dent_Asst_TOTL_FTE,Dent_Asst_Contact_FTE,Dent_Asst_No_Lic_Salary_FTE,Dent_Asst_No_Lic_Contract_FTE,Dent_Asst_No_Lic_Volunteer_FTE,Dent_Asst_No_Lic_TOTL_FTE,Dent_Asst_No_Lic_Contact_FTE,Therapist_Marr_Fam(MFT)_Salary_FTE,Therapist_Marr_Fam(MFT)_Contract_FTE,Therapist_Marr_Fam(MFT)_Volunteer_FTE,Therapist_Marr_Fam(MFT)_TOTL_FTE,Therapist_Marr_Fam(MFT)_Contact_FTE,Nur_Regist_Salary_FTE,Nur_Regist_Contract_FTE,Nur_Regist_Volunteer_FTE,Nur_Regist_TOTL_FTE,Nur_Regist_Contact_FTE,LVN_Salary_FTE,LVN_Contract_FTE,LVN_Volunteer_FTE,LVN_TOTL_FTE,LVN_Contact_FTE,Med_Asst_No_Lic_Salary_FTE,Med_Asst_No_Lic_Contract_FTE,Med_Asst_No_Lic_Volunteer_FTE,Med_Asst_No_Lic_TOTL_FTE,Med_Asst_No_Lic_Contact_FTE,Pt_Educ_NonLic_Salary_FTE,Pt_Educ_NonLic_Contract_FTE,Pt_Educ_NonLic_Volunteer_FTE,Pt_Educ_NonLic_TOTL_FTE,Pt_Educ_NonLic_Contact_FTE,Subs_Abuse_Salary_FTE,Subs_Abuse_Contract_FTE,Subs_Abuse_Volunteer_FTE,Subs_Abuse_TOTL_FTE,Subs_Abuse_Contact_FTE,Billing_staff_Salary_FTE,Billing_staff_Contract_FTE,Billing_staff_Volunteer_FTE,Billing_staff_TOTL_FTE,Billing_staff_Contact_FTE,Other_Admin_Staff_Salary_FTE,Other_Admin_Staff_Contract_FTE,Other_Admin_Staff_Volunteer_FTE,Other_Admin_Staff_TOTL_FTE,Other_Admin_Staff_Contact_FTE,Othr_Provdr_Not_Enctr_Salary_FTE,Othr_Provdr_Not_Enctr_Contract_FTE,Othr_Provdr_Not_Enctr_Volunteer_FTE,Othr_Provdr_Not_Enctr_TOTL_FTE,Othr_Provdr_Not_Enctr_Contact_FTE,FTE__Salary_TOTL,FTE__Contract_TOTL,FTE__Volunteer_TOTL,FTE_Contacts_TOTL,FTE_Contacts_GRAND_TOTL,PCC_HEALTH_SERV_MEDICAL,PCC_HEALTH_SERV_DENTAL,PCC_HEALTH_SERV_VISION,PCC_HEALTH_SERV_MENTAL_HEALTH,PCC_HEALTH_SERV_SUBSTANCE_ABUSE,PCC_HEALTH_SERV_DOMESTIC_VIOLENCE,PCC_HEALTH_SERV_BASIC_LAB,PCC_HEALTH_SERV_RADIOLOGICAL_SERVICES,PCC_HEALTH_SERV_URGENT_CARE,PCC_HEALTH_SERV_PHARMACY,PCC_HEALTH_SERV_WOMENS_HEALTH
306504026,GOLDEN VALLEY HEALTH CENTER,1510 FLORIDA AVE,,MODESTO,95350,209-574-1365,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Eric Eckhart,Open,9/7/95,9/7/95,,,,30001333,21,5,10,6099001300,215a,,06 - North San Joaquin,Stanislaus,30000554,-120.99622,37.66605,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,,YES,,,,,,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,23,Spanish,8.1,,,8.1,59201,0.46,0.59,,1.05,4319,1.5,1.23,,2.73,25135,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1206,,,,0,,,,,0,2563,,,,0,3208,,,,0,3467,10.06,1.82,0,11.88,99099,,,,0,,,,,0,,,,,0,,,,,0,,3.06,,,3.06,688,,,,0,,24.73,,,24.73,195,,,,0,551,,,,0,,,,,0,,,,,0,,,,,0,,27.79,0,0,27.79,1434,Yes,,,,,,Yes,,,,Yes
306244036,GOLDEN VALLEY HEALTH CENTER,401 LESHER DR,,MERCED,95341,209-381-4114,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Eric Eckhart,Open,7/15/03,,,,,,21,12,16,6047001503,97.2,,06 - North San Joaquin,Merced,40000550,-120.503025,37.2943384,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,,,,,,YES,,,,,,,,,,YES,,,,,,,,,,YES,,,,,YES,YES,,,,,28,Spanish,,,,0,,,,,0,,0.56,,,0.56,739,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.56,0,0,0.56,739,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.81,,,0.81,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.81,0,0,0.81,0,Yes,,,,,,,,,,
306244010,GOLDEN VALLEY HEALTH CENTER - WOMENS HEALTH-MERCED,797 W CHILDS AVE,,MERCED,95341,209-383-5871,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Christina Saucedo,Open,10/9/91,10/9/91,,,,40000701,21,12,16,6047001503,97.2,,06 - North San Joaquin,Merced,40000300,-120.49625,37.28825,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,,,,,,YES,,,,,,YES,,YES,,YES,,,,YES,,YES,,YES,,YES,,,,YES,YES,YES,,,,YES,41,Spanish,2.29,0.49,,2.78,7444,,,,0,,1.69,,,1.69,7780,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,262,,,,0,3230,3.98,0.49,0,4.47,18716,,,,0,,,,,0,,,,,0,,,,,0,,0.2,,,0.2,,,,,0,,12,,,12,,0.2,,,0.2,,,,,0,,,,,0,,,,,0,,,,,0,,12.4,0,0,12.4,0,Yes,,,Yes,,,,,,,Yes
306244045,GOLDEN VALLEY HEALTH CENTER - GUSTINE-NEWMAN,637 MERCED ST,,NEWMAN,95360,209-566-5011,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Jerome Stehr,Open,11/17/07,,,,,,21,12,10,6099003500,213,,06 - North San Joaquin,Stanislaus,40000364,-121.01626,37.3148,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,,YES,,,,,,,YES,,YES,,,,,,YES,,,,,,,,,,YES,,YES,,,,YES,YES,YES,,,,YES,39,Spanish,1.39,,,1.39,4340,,,,0,,1,0.1,,1.1,3479,,,,0,,,,,0,,1.21,,,1.21,5083,,,,0,,,,,0,,,,,0,,0.38,,,0.38,426,,,,0,,0.1,,,0.1,128,4.08,0.1,0,4.18,13456,,,,0,,2.64,,,2.64,,,,,0,,,,,0,,,,,0,,,,,0,,4.65,,,4.65,146,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,7.29,0,0,7.29,146,Yes,Yes,,Yes,,,,,,,
306504020,GOLDEN VALLEY HEALTH CENTERS,1717 LAS VEGAS ST,,MODESTO,95358,209-576-4200,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Christina Saucedo,Open,9/6/94,9/6/94,,,,30001271,21,12,10,6099002402,215c,,06 - North San Joaquin,Stanislaus,30000528,-121.00275,37.60528,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,,YES,,,,,,,YES,,,,YES,,YES,,YES,,,,,,,,,,,,YES,,,,YES,YES,YES,,,,YES,40,Spanish,1,0.11,,1.11,2792,,0.51,,0.51,879,0.29,,,0.29,658,,,,0,,,,,0,,1.38,,,1.38,6675,,,,0,,,,,0,,,,,0,,,,,0,,0.2,,,0.2,364,0.1,,,0.1,119,2.97,0.62,0,3.59,11487,,,,0,,2.69,,,2.69,,,,,0,,,,,0,,,,,0,,,,,0,,4.21,,,4.21,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,6.9,0,0,6.9,0,Yes,Yes,,Yes,,,,,,,
306504061,GOLDEN VALLEY HEALTH CENTER,2760 3RD ST,,CERES,95307,209-556-5011,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Jerome Stehr,Open,11/6/06,,,,,,21,12,10,6099002602,214,,06 - North San Joaquin,Stanislaus,550000303,-120.9545,37.59218,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,,YES,,,,,,,YES,,YES,,YES,,YES,,YES,,,,,,,,,,,,YES,,,,YES,YES,,,,,YES,39,Spanish,0.48,,,0.48,202,1.05,0.07,,1.12,3232,0.29,,,0.29,667,,,,0,0,,,,0,0,,,,0,0,,,,0,,,,,0,,,,,0,,0.58,,,0.58,205,,,,0,,,,,0,469,2.4,0.07,0,2.47,4775,,,,0,,,,,0,,,,,0,,,,,0,,0.49,,,0.49,10,,,,0,,4,,,4,13,,,,0,67,,,,0,,,,,0,,,,,0,,,,,0,,4.49,0,0,4.49,90,Yes,,,Yes,,,,,,,
306404055,COMMUNITY HEALTH CENTERS - OCEANO,1981 CIENEGA ST,,OCEANO,93445,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,12/28/05,,,,,,35,17,24,6079012200,171,,08 - Mid-Coast,San Luis Obispo,550000110,-120.6099215,35.0986056,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,8,Spanish,,0.07,,0.07,948,,0.07,,0.07,146,,0.33,,0.33,1164,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,289,,,,0,0,0.48,,,0.48,35,,0.15,,0.15,608,,,,0,216,0.48,0.62,0,1.1,3406,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.05,,,1.05,,,,,0,,,,,0,,1,,,1,,4.95,,,4.95,,0.2,,,0.2,,7.2,0,0,7.2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306564228,LIFE CHOICES PREGNANCY CLINIC OF OJAI VALLEY,1320 MARICOPA HWY,STE C,OJAI,93023,805-646-6830,Michelle Kolbeck,Yes,1/1/17,12/31/17,"Life Choices Pregnancy Clinic of Ojai Valley, Inc.",1320 Maricopa Highway,,Ojai,CA,93023,Susan Poland,Open,1/1/12,,,,,,37,19,26,6111000901,238,,10 - Santa Barbara/Ventura,Ventura,50000354,-119.26453,34.44229,Community Clinic,Neither,No,,,YES,,,,,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,30,Spanish,,,0.15,0.15,0,,,,0,0,,,,0,0,,,,0,0,0.5,,0.15,0.65,100,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.5,0,0.3,0.8,100,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.5,,,0.5,,,,,0,,0.5,0,0,0.5,0,Yes,,,,,,,,,,
306374349,COLLEGE AREA PREGNANCY SERVICES,6663 EL CAJON BLVD,STE L,SAN DIEGO,92115,619-337-8080,Julie Dowler,Yes,1/1/17,12/31/17,"College Area Pregnancy Services, Inc.",P.O. Box 15115,,San Diego,CA,92175,Julie Niven,Open,5/29/05,,,,,,79,39,53,6073002902,161f,,14 - San Diego/Imperial,San Diego,90000659,-117.05532,32.76782,Free Clinic,Neither,No,,,YES,YES,,,,,,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,5,Spanish,,,2,2,813,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,2,2,813,,,,0,,,,,0,,,,,0,,,,,0,,3,,5,8,813,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,5,,6,11,,,,,0,,8,0,11,19,813,Yes,,,,,,,,,,Yes
306374018,ST. VINCENT DE PAUL VILLAGE FAMILY HEALTH CENTER,1501 IMPERIAL AVE,,SAN DIEGO,92101,619-233-8500-1400,Margaret Mayer,Yes,1/1/17,12/31/17,"St. Vincent de Paul Village, Inc.",3350 E. Street,,San Diego,CA,92102-3222,Joanne Barron,Open,12/1/87,12/1/87,,,,90000554,78,39,52,6073005100,161c,,14 - San Diego/Imperial,San Diego,90000297,-117.1498896,32.7057571,Community Clinic,FQHC,No,,,,,,,YES,,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,13,Spanish,1,2.26,0.25,3.51,5571,,,,0,,0.17,,,0.17,135,,,,0,,,,,0,,1,0.4,0.09,1.49,2415,0.34,0.1,,0.44,467,,1.47,0.04,1.51,974,0.62,0.01,0.04,0.67,1258,2.75,,,2.75,1425,0.42,,,0.42,248,,,,0,,6.3,4.24,0.42,10.96,12493,0,0,0,0,0,2.08,,,2.08,2415,,,,0,,1,,,1,117,1.36,0.66,0.35,2.37,,,,,0,,5.93,,,5.93,6680,1,,,1,232,1,,,1,363,2.77,0.25,,3.02,,11.38,,,11.38,,,,,0,,26.52,0.91,0.35,27.78,9807,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes
306371576,NORTH COUNTY HEALTH SERVICES SAN MARCOS,150 VALPREDA RD,,SAN MARCOS,92069,760-736-6767,Kathy Martinez,Yes,1/1/17,12/31/17,"North County Health Project, Inc.",150 Valpreda Road,,San Marcos,CA,92069,Kathy Martinez,Open,11/1/79,11/1/79,,,,80000238,75,38,50,6073020023,156e,,14 - San Diego/Imperial,San Diego,80000167,-117.15608,33.1406,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,,YES,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,YES,YES,YES,,YES,,45,Spanish,9.15,,,9.15,32474,4.05,,,4.05,12824,7.64,,,7.64,28291,3.04,,,3.04,7259,,,,0,,7.24,,,7.24,17043,,,,0,,1.68,,,1.68,3234,4.03,,,4.03,5381,1.95,,,1.95,3299,0.61,,,0.61,2881,1.46,,,1.46,5703,40.85,0,0,40.85,118389,1.26,,,1.26,1850,15.08,,,15.08,,,,,0,,,,,0,,3.07,,,3.07,929,6.42,,,6.42,559,60.43,,,60.43,,3.98,,,3.98,2391,,,,0,,,,,0,,141.51,,,141.51,,,,,0,,231.75,0,0,231.75,5729,Yes,Yes,,Yes,,,Yes,Yes,,Yes,Yes
306344220,CARES COMMUNITY HEALTH - MOBILE DENTAL VAN,1500 21ST ST,,SACRAMENTO,95811,916-443-3299,Christy Ward,Yes,1/1/17,12/31/17,,,,,,,Chelle Gossett,Open,12/22/15,,,,,,7,6,6,6067001200,139j,,02 - Golden Empire,Sacramento,550003305,-121.48116,38.57049,Community Clinic,FQHC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,16,Spanish,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.59,0,0,1.59,565,0.08,,,0.08,70,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.67,0,0,1.67,635,,,,0,,0.92,,,0.92,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.92,0,0,0.92,0,,Yes,,,,,,,,,
306394056,PLANNED PARENTHOOD,965 E YOSEMITE AVE,,MANTECA,95336,877-855-7526,Liz Cazarez,Yes,1/1/17,12/31/17,Planned Parenthood Mar Monte,1691 The Alameda,,San Jose,CA,95126,Jessica Hall,Open,12/18/98,12/18/98,,,,30001598,12,5,10,6077005110,164.1,,06 - North San Joaquin,San Joaquin,30000666,-121.20244,37.79744,Community Clinic,Neither,No,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,8,Spanish,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3924,,,,0,,0,0,0,0,3924,,,,0,,,,,0,,,,,0,,,,,0,,1,,,1,3924,,,,0,,1,,,1,,,,,0,,,,,0,,1,,,1,,1,,,1,,,,,0,,4,0,0,4,3924,Yes,,,,,,,,,,
306504060,GOLDEN VALLEY HEALTH CENTERS,1141 N OLIVE AVE,,TURLOCK,95380,209-381-6364,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Richard Avanes,Open,11/6/06,,,,,,12,8,10,6099003906,212.1,,06 - North San Joaquin,Stanislaus,550000302,-120.83985,37.50399,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,,YES,,YES,,,,,YES,,YES,,,,YES,,YES,,,,,,,,YES,,YES,,YES,,,,,YES,YES,,,,,25,Spanish,1,0.24,,1.24,3291,,,,0,,0.54,,,0.54,2117,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,6,,,,0,483,1.54,0.24,0,1.78,5897,,,,0,,,,,0,,,,,0,,,,,0,,0.4,,,0.4,26,,,,0,,,,,0,27,,,,0,72,,,,0,,,,,0,,,,,0,,,,,0,,0.4,0,0,0.4,125,Yes,,,Yes,,,,,,,
306164028,FAMILY HEALTHCARE NETWORK,329 W 8TH ST,STE 101,HANFORD,93230,877-960-3426,Kerry L. Hydash,Yes,1/1/17,12/31/17,Family HealthCare Network,305 E. Center Ave,,Visalia,CA,93291,Tim Sarver,Open,12/21/06,,,,,,32,14,21,6031000900,69,,09 - Central,Kings,550000368,-119.6501,36.32702,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,,YES,,,YES,YES,,,,,YES,YES,YES,,,,,,,YES,,,YES,YES,YES,,,,,YES,YES,YES,,YES,YES,YES,36,Spanish,4.78,1.15,,5.93,23103,2.69,,,2.69,15671,0.95,0.03,,0.98,5017,0.3,,,0.3,1010,,,,0,,3.49,,,3.49,9456,,,,0,,,,,0,,0.45,,,0.45,426,0.74,,,0.74,1223,0.67,,,0.67,1073,0.52,,,0.52,724,14.59,1.18,0,15.77,57703,,,,0,,4.51,,,4.51,,4.7,,,4.7,,,,,0,,,,,0,,0.33,,,0.33,,29.66,,,29.66,,1.54,,,1.54,2262,,,,0,,3.55,,,3.55,,22.31,,,22.31,,,,,0,,66.6,0,0,66.6,2262,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306244037,GOLDEN VALLEY HEALTH CENTERS - WEST I ST.LOS BANOS,725  W I ST,,LOS BANOS,93635,209-892-8441,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Christina Saucedo,Open,12/3/03,,,,,,21,12,16,6047002201,94,,06 - North San Joaquin,Merced,40000553,-120.8616,37.06273,Community Clinic,FQHC,No,,,YES,YES,,,,,YES,,,,,,,YES,,,,,,,,,,,,,,,,,,,,YES,,,,YES,YES,YES,,,,,33,Spanish,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.38,,,1.38,7212,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.38,0,0,1.38,7212,,,,0,,,,,0,,1.38,,,1.38,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.38,0,0,1.38,0,,Yes,,,,,,,,,
306504073,GOLDEN VALLEY HEALTH CENTER - RIVERBANK,4150 PATTERSON RD,,RIVERBANK,95367,209-863-3990,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Eric Eckhart,Open,12/7/11,,,,,,12,5,10,6099000402,211,,06 - North San Joaquin,Stanislaus,550001810,-120.9198529,37.73262,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,,YES,,,,,,,YES,,,,,,YES,,YES,,,,,,,,YES,,YES,,YES,,,,YES,YES,YES,,,,YES,26,Spanish,0.9,,,0.9,3363,0.52,0.42,,0.94,3197,0.18,0.03,,0.21,148,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.73,,,0.73,696,,,,0,,,,,0,,2.33,0.45,0,2.78,7404,,,,0,,,,,0,,,,,0,,,,,0,,0.2,,,0.2,125,,,,0,,4.57,,,4.57,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,4.77,0,0,4.77,125,Yes,,,Yes,,,,,,,
306504083,GOLDEN VALLEY HEALTH CENTER,1920 MEMORIAL DRIVE,,CERES,95307,209-556-5012,Tony Weber,Yes,1/1/17,12/31/17,Golden Valley Health Centers,737 W. Childs Avenue,,Merced,CA,95341-6805,Eric Eckhart,Open,12/12/16,,,,,,21,12,10,6099002604,215c,,06 - North San Joaquin,Stanislaus,550003752,-120.96103,37.60017,Community Clinic,FQHC,No,,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,YES,,,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,YES,,,,YES,,YES,,YES,,YES,31,Spanish,0.97,,,0.97,4442,,0.11,,0.11,,1.53,0.55,,2.08,4201,,,,0,,,,,0,,1.61,,,1.61,7133,,,,0,,,,,0,,,,,0,,,,,0,2,,,,0,947,,,,0,,4.11,0.66,0,4.77,16725,,,,0,,,,,0,,2.38,,,2.38,,,,,0,,0.47,,,0.47,,,,,0,,5.65,,,5.65,,,,,0,56,,,,0,,,,,0,,,,,0,,,,,0,,8.5,0,0,8.5,56,Yes,Yes,Yes,,,,,,,,
306404056,COMMUNITY HEALTH CENTERS CAMBRIA,2515 MAIN ST,STE B/C,CAMBRIA,93428,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,12/28/05,,,,,,35,17,24,6079010404,174,,08 - Mid-Coast,San Luis Obispo,550000111,-121.08013,35.56553,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,11,Spanish,0.18,0.05,,0.23,171,,,,0,,0.96,,,0.96,6555,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,0.16,,0.16,876,,0.05,,0.05,228,1.14,0.26,0,1.4,7830,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2.11,,,2.11,,,,,0,,,,,0,,,,,0,,4.69,,,4.69,,,,,0,,6.8,0,0,6.8,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
